رقم الصفقة,التصنيف,النوع,سعر الصفقة (ريال),المساحة (متر مربع),سعر المتر المربع (ريال),تاريخ الصفقة,المنطقة,المدينة,الحي,المخطط,القطعة,الملاحظات
28466718,سكني,شقة,673600,212٫17,3174,20/03/2025,جيزان,جيزان,المحمدية 2 مدينة جازان,368,2 / أ,صفقة بتمويل
28466717,أخرى,شقة,1000000,150٫94,6625,20/03/2025,الرياض,الرياض,السويدي,1179,2 / 1,صفقة بتمويل
28466707,أخرى,فيلا,0,546٫36,0,20/03/2025,مكة المكرمة,جده,البساتين,244 / ب / المعدل 2,6938,فرز/دمج
28466703,أخرى,وحدة عقارية,0,137٫65,0,20/03/2025,الرياض,الرياض,الرمال,3292 / 2,1 / 1,فرز/دمج
28466702,سكني,وحدة عقارية,0,161٫62,0,20/03/2025,الرياض,الرياض,الرمال,3292 / 2,1 / أ,فرز/دمج
28466698,أخرى,فيلا,0,546٫35,0,20/03/2025,مكة المكرمة,جده,البساتين,244 / ب / المعدل 2,6964,فرز/دمج
28466696,أخرى,أخرى,300000,414٫00,0,20/03/2025,مكة المكرمة,مكة المكرمة,ربوة كدى بالمسفلة,1 / 7 / 54,218,فك رهن
28466694,أخرى,أخرى,1700000000,625٫00,0,20/03/2025,الرياض,الرياض,ضاحية نمار,1629 / ع,1205,فك رهن
28466692,سكني,قطعة أرض,550000,1790٫81,307,20/03/2025,المدينة المنورة,المدينة المنورة,البطان,بدون,بدون,
28466688,سكني,قطعة أرض,88000,660٫00,133,20/03/2025,المدينة المنورة,المدينة المنورة,الصويدرة,978 / ت / 1423 / 2,2648,
28466684,أخرى,أخرى,288312,479٫96,600,20/03/2025,القصيم,بريده,المريديسية الشمالية,ق / ب / 1953,14,صفقة بتمويل
28466678,أخرى,شقة,0,128٫23,0,20/03/2025,الرياض,الرياض,الجنادرية,3680,1 / ح1,فرز/دمج
28466676,سكني,وحدة عقارية,0,199٫12,0,20/03/2025,الرياض,الرياض,الجنادرية,3680,1 / أ,فرز/دمج
28466666,أخرى,شقة,390000,108٫36,3599,20/03/2025,مكة المكرمة,الطائف,ام الدروب,850,2 / أ,صفقة بتمويل
28466665,أخرى,وحدة عقارية,0,290٫08,0,20/03/2025,الرياض,المزاحميه,غرناطة,152,1 / أ,فرز/دمج
28466661,أخرى,أخرى,880000,288٫50,3050,20/03/2025,القصيم,عنيزه,المنار,ق / ع / 102,606  /  2,صفقة بتمويل
28466659,أخرى,أخرى,31250,290٫00,107,20/03/2025,القصيم,البكيريه,الزهرة,354 / ق / ت237,86 / أ,
28466658,أخرى,أخرى,1700000000,3312٫00,0,20/03/2025,الرياض,الرياض,ديراب,1629 / ه,عدد العقارات 6-216-217-218-215-213-214,فك رهن
28466647,أخرى,شقة,664000,173٫59,3825,20/03/2025,مكة المكرمة,جده,ام حبلين الغربية,434 / ج / س,2 / 1,صفقة بتمويل
28466643,أخرى,فيلا,0,496٫98,0,20/03/2025,مكة المكرمة,جده,البساتين,244 / ب / المعدل 2,7075,فرز/دمج
28466641,أخرى,فيلا,1008600,310٫31,3250,20/03/2025,جيزان,ابو عريش,العسيله,215,2115,صفقة بتمويل
28466630,أخرى,فيلا,0,496٫98,0,20/03/2025,مكة المكرمة,جده,البساتين,244 / ب / المعدل 2,7033,فرز/دمج
28466628,سكني,قطعة أرض,440000,415٫00,1060,20/03/2025,الرياض,شقراء,الصفراء,395 / أ,45,
28466627,سكني,قطعة أرض,1800000,639٫86,2813,20/03/2025,المدينة المنورة,المدينة المنورة,ابيار على امتداد طريق السلام,762/ ت/ 1417,29,
28466625,أخرى,فيلا,0,464٫03,0,20/03/2025,عسير,ابها,الروابي,325 / 1404هـ / ج / 1,3088,فرز/دمج
28466624,أخرى,أخرى,0,450٫00,0,20/03/2025,الشرقية,ابقيق,بدون,ش.ب / 79 / س المعدل 2,ب161,هبة
28466622,سكني,قطعة أرض,396000,198٫00,2000,20/03/2025,مكة المكرمة,جده,الزمرد,340 / ب,3,مشترك أو مشاع
28466621,سكني,قطعة أرض,396000,198٫00,2000,20/03/2025,مكة المكرمة,جده,الزمرد,340 / ب,3,مشترك أو مشاع
28466620,سكني,قطعة أرض,408000,204٫00,2000,20/03/2025,مكة المكرمة,جده,الزمرد,340 / ب,3,مشترك أو مشاع
28466599,أخرى,وحدة عقارية,0,146٫71,0,20/03/2025,الشرقية,الاحساء,النسيم,4 / 431,1 / أ,فرز/دمج
28466598,سكني,وحدة سكنية,0,177٫51,0,20/03/2025,الشرقية,الاحساء,النسيم,4 / 431,1 / 1,فرز/دمج
28466597,سكني,وحدة سكنية,0,177٫51,0,20/03/2025,الشرقية,الاحساء,النسيم,4 / 431,1 / 1,فرز/دمج
28466593,أخرى,فيلا,0,487٫25,0,20/03/2025,القصيم,قصر ابن عقيل,مشرفه,بدون,7956,فرز/دمج
28466588,أخرى,أخرى,1311147,484٫50,2706,20/03/2025,مكة المكرمة,جده,السبيل,بدون,بدون,
28466586,أخرى,أخرى,1700000000,8700٫00,0,20/03/2025,الرياض,الرياض,ضاحية نمار,1629 / ع,عدد العقارات 10-306-307-301-305-303-300-299-308-304-302,فك رهن
28466581,أخرى,شقة,0,208٫80,0,20/03/2025,عسير,ابها,الزهور,744 / 1416 / ع / 1,2 / 2,فرز/دمج
28466580,سكني,شقة,0,238٫56,0,20/03/2025,عسير,ابها,الزهور,744 / 1416 / ع / 1,1 / 1,فرز/دمج
28466577,سكني,قطعة أرض,280000,576٫00,486,20/03/2025,جيزان,جيزان,الروابي,482,192,
28466559,أخرى,شقة,0,217٫53,0,20/03/2025,عسير,ابها,الزهور,744 / 1416 / ع / 1,1 / أ,فرز/دمج
28466558,أخرى,شقة,0,208٫80,0,20/03/2025,عسير,ابها,الزهور,744 / 1416 / ع / 1,2 / 1,فرز/دمج
28466557,أخرى,شقة,0,212٫20,0,20/03/2025,عسير,ابها,الزهور,744 / 1416 / ع / 1,2 / أ,فرز/دمج
28466544,سكني,وحدة سكنية,548266,47٫79,11472,20/03/2025,مكة المكرمة,مكة المكرمة,المعابدة,بدون,14 / 13,
28466518,سكني,شقة,1006050,161٫99,6210,20/03/2025,الرياض,الرياض,النرجس,3236 / 3,1 / 2,
28466515,أخرى,أخرى,755000,200٫00,3775,20/03/2025,القصيم,بريده,النخيل,1 / 1400 / ج,1601  /  1,صفقة بتمويل
28466508,تجاري,قطعة أرض,40000,741٫75,53,20/03/2025,الرياض,السليل,بدون,1083,801,
28466499,أخرى,أخرى,1470000,437٫50,3360,20/03/2025,الشرقية,الخبر,الشراع,2 / 92,740 / 2,صفقة بتمويل
28466492,أخرى,أخرى,300000,351٫69,0,20/03/2025,الرياض,الرياض,ضاحية نمار,1629 / س,279,فك رهن
28466483,أخرى,أخرى,0,833٫00,0,20/03/2025,مكة المكرمة,جده,الروضة,241 / ج / س,2,هبة
28466468,سكني,قطعة أرض,1520000,800٫00,1900,20/03/2025,المدينة المنورة,المدينة المنورة,العاقول منطقة تيم مخطط احمد حمدان البلوى,م/ م/ 1031/ 1431,54,صفقة بتمويل
28466427,سكني,قطعة أرض,0,440٫00,0,20/03/2025,الشرقية,الدمام,بدر,1 / 249,59 / د,هبة
28466414,سكني,قطعة أرض,1017500,550٫00,1850,20/03/2025,الشرقية,الدمام,الندى,98/ 1,552/أ,
28466412,أخرى,شقة,1029000,162٫25,6342,20/03/2025,الرياض,الرياض,النرجس,3236 / 3,4 / 2,صفقة بتمويل
28466396,أخرى,شقة,250000,213٫57,1170,20/03/2025,الشرقية,الخبر,التحلية,80 / 2,31 / 513,صفقة بتمويل
28466382,أخرى,أخرى,761820,400٫00,0,20/03/2025,الشرقية,الجبيل,المرقاب,29,106 / ب,فك رهن
28466329,أخرى,أخرى,1700000000,625٫00,0,20/03/2025,الرياض,الرياض,ضاحية نمار,1629 / ط 2,2616,فك رهن
28466306,أخرى,أخرى,1600000,358٫83,4458,20/03/2025,الرياض,الرياض,العزيزية,567,49 / 2,صفقة بتمويل
28466297,أخرى,أخرى,0,344٫55,0,20/03/2025,مكة المكرمة,جده,الفيصلية,بدون,6,هبة
28466289,أخرى,شقة,844366,187٫48,4503,20/03/2025,الباحة,العقيق,الطيبات,ب / ع / 449,1 / أ,صفقة بتمويل
28466243,سكني,قطعة أرض,550000,343٫75,1600,20/03/2025,الرياض,الافلاج,الملك فهد,365,890/أ,صفقة بتمويل
28466219,أخرى,أخرى,972187,200٫00,0,20/03/2025,الرياض,الرياض,مطار الملك خالد الدولي,3810 / س,3231,فك رهن
28466168,أخرى,أخرى,0,348٫04,0,20/03/2025,حايل,حائل,الجبل,844,120,هبة/ مشترك أو مشاع
28466124,أخرى,أخرى,190072,81٫28,2338,20/03/2025,مكة المكرمة,جده,السبيل,بدون,بدون,
28466107,أخرى,أخرى,188162393,1295٫00,0,20/03/2025,الرياض,الرياض,ضاحية نمار,1629 / ط 2,88,فك رهن
28466099,أخرى,أخرى,1119037,375٫00,0,20/03/2025,الشرقية,الخبر,الصدفة,985 / ش.د,590 / 1,رهن
28466095,سكني,قطعة أرض,730000,380٫00,1921,20/03/2025,الشرقية,حفر الباطن,الباطن,9/ 91,406,
28466094,تجاري,قطعة أرض,0,872٫23,0,20/03/2025,الشرقية,حفر الباطن,قرطبة,85/ ح,444,هبة
28466091,أخرى,أخرى,220000,630٫00,0,20/03/2025,الرياض,روضة سدير,حى الملك فهد,141 / أ,399,رهن
28466081,سكني,شقة,390000,82٫28,4739,20/03/2025,المدينة المنورة,المدينة المنورة,وادي مذينب,م / م / 1049,3 / 5,
28466070,أخرى,أخرى,450000,114956٫74,3,20/03/2025,القصيم,القواره,بدون,بدون,بدون,
28466064,أخرى,أخرى,1700000000,8٫88,0,20/03/2025,الرياض,الرياض,ضاحية نمار,1629 / ص,ص/602,فك رهن
28466052,أخرى,أخرى,134401709,925٫00,0,20/03/2025,الرياض,الرياض,ضاحية نمار,1629 / ط 2,87,فك رهن
28466005,أخرى,شقة,250000,213٫57,1170,20/03/2025,الشرقية,الخبر,التحلية,80 / 2,12 / 713,صفقة بتمويل
28466003,أخرى,شقة,534722,149٫59,3574,20/03/2025,المدينة المنورة,المدينة المنورة,حرة جبل عير,844 / ت / 1419,1 / 2,صفقة بتمويل
28465946,أخرى,شقة,684000,142٫51,4799,20/03/2025,الرياض,الرياض,الجنادرية,3680,1 / ح1,صفقة بتمويل
28465944,أخرى,شقة,800000,228٫54,3500,20/03/2025,مكة المكرمة,جده,الصفا,30 / ب / المعدل,2 / 1,صفقة بتمويل
28465943,أخرى,أخرى,92391304,625٫00,0,20/03/2025,الرياض,الرياض,ضاحية نمار,1629 / ط 2,1078,فك رهن
28465924,سكني,قطعة أرض,883771,313٫50,2819,20/03/2025,الرياض,الخرج,الاندلس,بدون,321,صفقة بتمويل
28465909,أخرى,أخرى,1700000000,467٫64,0,20/03/2025,الرياض,الرياض,ضاحية نمار,1629 / ص,501,فك رهن
28465900,أخرى,أخرى,1800000,600٫00,3000,20/03/2025,الرياض,الرياض,البيان,2670 / 28,473 / 2,صفقة بتمويل
28465861,زراعي,أرض زراعية,600000,2000٫00,300,20/03/2025,الرياض,المزاحميه,بدون,الربيع الثانى,1607,
28465858,تجاري,قطعة أرض,0,886٫93,0,20/03/2025,الشرقية,حفر الباطن,قرطبة,85/ ح,988,هبة
28465839,أخرى,أخرى,92391304,625٫00,0,20/03/2025,الرياض,الرياض,ضاحية نمار,1629 / ط 2,1076,فك رهن
28465822,أخرى,شقة,250000,212٫07,1178,20/03/2025,الشرقية,الخبر,التحلية,80 / 2,51 / 712,صفقة بتمويل
28465796,أخرى,أخرى,1700000000,10175٫00,0,20/03/2025,الرياض,الرياض,ضاحية نمار,1629 / ج,عدد العقارات 14-1524-1526-1528-1517-1518-1522-1525-1529-1527-1520-1523-1519-1521-1530,فك رهن
28465793,سكني,قطعة أرض,70000,720٫00,97,20/03/2025,القصيم,البكيريه,الشيحية,ق / ك / 176,106,
28465780,سكني,شقة,460000,136٫90,3360,20/03/2025,مكة المكرمة,جده,الرغامة,364 / ب / المعدل,3 / أ,
28465779,سكني,قطعة أرض,0,444٫93,0,20/03/2025,المدينة المنورة,المدينة المنورة,الحساء,م / م / 1099المعدل,113,هبة
28465760,تجاري,قطعة أرض,0,863٫20,0,20/03/2025,الشرقية,حفر الباطن,قرطبة,85/ ح,445,هبة
28465756,سكني,قطعة أرض,900000,205٫64,4376,20/03/2025,الرياض,الرياض,غبيرا,بدون,بدون,
28465747,أخرى,فيلا,0,216٫88,0,20/03/2025,الشرقية,الاحساء,بدون,ش / ح / 1147/ 4 / س / المعدل,5272,صفقة بتمويل
28465723,سكني,وحدة سكنية,800000,242٫18,3303,20/03/2025,الرياض,الرياض,عكاظ,3463,1 / 1,صفقة بتمويل
28465701,أخرى,أخرى,1700000000,11100٫00,0,20/03/2025,الرياض,الرياض,ضاحية نمار,1629 / ج,عدد العقارات 14-1231-1226-1222-1223-1227-1229-1228-1224-1234-1221-1233-1225-1232-1230,فك رهن
28465694,تجاري,قطعة أرض,2000000,875٫03,2285,20/03/2025,المدينة المنورة,المدينة المنورة,غرب طريق الجامعات شمال الها تف بابار على,587 / ت / 1413,63,
28465673,سكني,قطعة أرض,0,500٫00,0,20/03/2025,المدينة المنورة,المدينة المنورة,الأناهى منطقة الفرائد,م/ م/ 1031,12/2/2,هبة
28465666,سكني,قطعة أرض,555555,592٫00,938,20/03/2025,الحدود الشمالية,عرعر,المنصورية,1 / د / ع / 1408,176 / ج,
28465648,أخرى,شقة,1700000,338٫44,5023,20/03/2025,الرياض,الرياض,القادسية,1358 / ب,1 / أ,صفقة بتمويل
28465641,سكني,شقة,1200000,177٫65,6754,20/03/2025,مكة المكرمة,جده,الصوارى,424/ ج/ س,2/2,صفقة بتمويل
28465638,سكني,قطعة أرض,100000,927٫14,107,20/03/2025,الحدود الشمالية,عرعر,اشبيليا,24 / د / ر 1433,706,
28465635,سكني,وحدة سكنية,490789,371٫71,0,20/03/2025,عسير,خميس مشيط,الشرف,637 / 1421 / ع / 2,441 / 1,رهن
28465628,سكني,قطعة أرض,75000,465٫50,161,20/03/2025,القصيم,عنيزه,الفيحاء,94/ ق,74,
28465624,سكني,قطعة أرض,330000,418٫00,789,20/03/2025,الحدود الشمالية,عرعر,الريان,7,1326,
28465616,سكني,شقة,835000,114٫57,7288,20/03/2025,الرياض,الرياض,الرمال,3083,10 / أ,
28465614,أخرى,أخرى,1700000000,12580٫00,0,20/03/2025,الرياض,الرياض,ضاحية نمار,1629 / ج,عدد العقارات 14-1532-1539-1541-1537-1534-1538-1544-1531-1536-1542-1533-1540-1543-1535,فك رهن
28465610,أخرى,أخرى,1700000000,290٫88,0,20/03/2025,الرياض,الرياض,ضاحية نمار,1629 / ص,500/ص,فك رهن
28465606,سكني,قطعة أرض,340000,655٫50,518,20/03/2025,جيزان,جيزان,الروابي,482,872,
28465601,سكني,شقة,1123024,158٫69,0,20/03/2025,مكة المكرمة,جده,الفيصلية,144/ ج/ س,2,فك رهن
28465597,سكني,قطعة أرض,0,1260٫00,0,20/03/2025,الشرقية,حفر الباطن,قرطبة,85/ ح,446,هبة
28465594,أخرى,أخرى,152564102,1050٫00,0,20/03/2025,الرياض,الرياض,ضاحية نمار,1629 / ط 2,92,فك رهن
28465592,سكني,شقة,665000,190٫87,3484,20/03/2025,المدينة المنورة,المدينة المنورة,عين الخيف,م / م / 1069,2 / 1,صفقة بتمويل
28465590,أخرى,شقة,1200000,167٫32,7171,20/03/2025,مكة المكرمة,جده,الفيحاء,480 / ج / س / المعدل,1 / 4,صفقة بتمويل
28465589,أخرى,أخرى,0,980٫43,0,20/03/2025,جيزان,بيش,الرقيطاء,بدون,بدون,هبة
28465585,أخرى,وحدة عقارية,1182498,170٫63,0,20/03/2025,مكة المكرمة,مكة المكرمة,المحمدية,1 / 7 / 64 / ب,2 / 3,فك رهن
28465582,سكني,شقة,1200000,203٫52,5896,20/03/2025,جيزان,جيزان,المحمدية 2 مدينة جازان,263,1 / 1,صفقة بتمويل
28465578,سكني,وحدة عقارية,0,170٫76,0,20/03/2025,مكة المكرمة,مكة المكرمة,مخطط حى الحمراء,1/ 29/ 4,8,هبة
28465574,أخرى,فيلا,0,220٫19,0,20/03/2025,الشرقية,الاحساء,بدون,ش / ح / 1147/ 4 / س / المعدل,8255,صفقة بتمويل
28465573,سكني,قطعة أرض,1200000,600٫00,2000,20/03/2025,الشرقية,الخبر,الامواج,121/ 2,171/1,صفقة بتمويل
28465569,سكني,قطعة أرض,1325000,300٫00,4416,20/03/2025,الرياض,الرياض,العارض,3236 / 6,119 / 1,
28465564,أخرى,أخرى,1200000,250٫00,4800,20/03/2025,الشرقية,الدمام,طيبة,1 / 211,2 / 55,صفقة بتمويل
28465558,سكني,وحدة سكنية,308790,285٫64,1081,20/03/2025,الشرقية,الدمام,الترجى بالظهران,113/ 1,4,
28465541,سكني,قطعة أرض,733200,312٫00,2350,20/03/2025,الرياض,الرياض,الجنادرية,3842,289  /  2,
28465533,سكني,وحدة سكنية,565760,371٫71,0,20/03/2025,عسير,خميس مشيط,الشرف,637 / 1421 / ع / 2,441 / 1,فك رهن
28465532,سكني,قطعة أرض,295000,310٫00,951,20/03/2025,مكة المكرمة,جده,الدرة,244 / ج / س,548 / 2 / 1,
28465525,أخرى,أخرى,500000,524٫50,0,20/03/2025,مكة المكرمة,الطائف,الشرقية,بدون,419,فك رهن
28465522,أخرى,أخرى,152564102,1050٫00,0,20/03/2025,الرياض,الرياض,ضاحية نمار,1629 / ط 2,90,فك رهن
28465508,سكني,شقة,378066,169٫00,0,20/03/2025,القصيم,بريده,النخيل,1/ 1400/ ج,1,فك رهن
28465504,أخرى,أخرى,300000,549٫70,0,20/03/2025,مكة المكرمة,مكة المكرمة,أبو مراغ,1 / 32 / 3,71,فك رهن
28465478,أخرى,أخرى,300000,864٫00,0,20/03/2025,مكة المكرمة,جده,أبحر الشمالية,78 / ج / س / المعدل,135,فك رهن
28465475,أخرى,أخرى,500000,620٫50,0,20/03/2025,مكة المكرمة,جده,الحمدانية,326 / ب,685,فك رهن
